Name,F,M
Quindon,,9.0
Quinetta,5.0,
Quinisha,5.0,
Quinlan,37.0,190.0
Quinley,5.0,
Quinn,3528.0,5080.0
Quint,,9.0
Quintarius,,13.0
Quintavious,,38.0
Quintavius,,5.0
Quinten,,565.0
Quinterrius,,5.0
Quintez,,33.0
Quintin,,1618.0
Quintina,34.0,
Quinton,,3455.0
Quintrell,,5.0
Quintus,,23.0
Quoc,,103.0
Quorra,13.0,
Quran,,28.0
Quy,,6.0
Quyen,47.0,
Quynh,19.0,
Rabecca,43.0,
Rabia,5.0,
Rabon,,5.0
Race,,79.0
Rachael,15059.0,7.0
Rachal,34.0,
Rachana,7.0,
Racheal,1523.0,
Rachel,105794.0,176.0
Rachelann,29.0,
Rachelanne,5.0,
Rachele,425.0,
Rachell,554.0,
Rachelle,7806.0,
Rachyl,5.0,
Raciel,,5.0
Racine,30.0,
Racquel,776.0,
Radford,,16.0
Radha,44.0,
Radhika,134.0,
Radiah,5.0,
Radin,,7.0
Radley,,71.0
Rae,2195.0,
Raeana,6.0,
Raeann,386.0,
Raeanna,177.0,
Raeanne,182.0,
Raechel,219.0,
Raef,,5.0
Raegan,1707.0,
Raekwon,,62.0
Rael,6.0,
Raeleen,92.0,
Raeleigh,29.0,
Raelene,726.0,
Raelin,5.0,
Raelyn,784.0,
Raelynn,1280.0,
Raena,88.0,
Raengel,5.0,
Raeven,36.0,
Raevyn,27.0,
Rafael,97.0,25120.0
Rafaela,505.0,
Rafaella,22.0,
Rafe,,61.0
Rafeal,,7.0
Raffaela,5.0,
Rafferty,,5.0
Raffi,,337.0
Rafi,,10.0
Ragan,50.0,
Ragene,,6.0
Raghav,,159.0
Ragnar,,8.0
Raguel,26.0,
Raha,5.0,
Rahaf,7.0,
Rahcel,5.0,
Raheem,,365.0
Raheim,,5.0
Rahel,16.0,
Rahil,,6.0
Rahim,,89.0
Rahma,15.0,
Rahman,,47.0
Rahn,,8.0
Rahsaan,,116.0
Rahul,,606.0
Rahwa,5.0,
Rai,,10.0
Raiden,,836.0
Raider,,8.0
Raihan,,5.0
Railey,10.0,
Railyn,18.0,
Rain,281.0,67.0
Raina,1539.0,
Rainbow,36.0,
Raine,140.0,
Rainee,6.0,
Rainer,,32.0
Rainey,22.0,
Rainie,15.0,
Rainier,,63.0
Raisa,142.0,
Raissa,16.0,
Raiza,10.0,
Raizel,5.0,
Raj,,219.0
Raja,,22.0
Rajan,,165.0
Rajanee,7.0,
Rajdeep,5.0,5.0
Rajesh,,45.0
Rajiv,,69.0
Rajon,,29.0
Rajveer,,77.0
Rajvir,,19.0
Rakan,,17.0
Rakeem,,54.0
Rakel,5.0,
Rakesh,,32.0
Rakia,7.0,
Rakim,,10.0
Raleigh,82.0,197.0
Ralph,,50092.0
Ralphie,,5.0
Ram,,28.0
Rama,16.0,6.0
Raman,,6.0
Ramandeep,26.0,
Ramces,,17.0
Rameen,,5.0
Rameses,,6.0
Rami,,450.0
Ramie,15.0,
Ramil,,6.0
Ramin,,84.0
Ramiro,,7057.0
Ramiyah,21.0,
Ramon,29.0,23255.0
Ramona,14368.0,
Ramond,,27.0
Ramone,,30.0
Ramses,,853.0
Ramsey,12.0,614.0
Ramy,,68.0
Ramya,49.0,
Ramzi,,72.0
Ramzy,,11.0
Rana,466.0,
Ranae,71.0,
Ranbir,,7.0
Rance,,53.0
Rand,,304.0
Randa,188.0,
Randal,6.0,3876.0
Randall,39.0,28821.0
Rande,,11.0
Randee,275.0,
Randeep,,10.0
Randel,,287.0
Randell,,1051.0
Randi,4835.0,22.0
Randie,99.0,
Randle,,79.0
Randol,,5.0
Randolf,,105.0
Randolph,,7125.0
Randon,,55.0
Randy,457.0,51846.0
Ranee,64.0,
Raneem,10.0,
Raneisha,6.0,
Ranesha,5.0,
Ranferi,,12.0
Ranger,,20.0
Rani,96.0,5.0
Rania,267.0,
Ranisha,42.0,
Raniya,26.0,
Raniyah,87.0,
Ranjit,,5.0
Ransom,,61.0
Ranulfo,,6.0
Ranveer,,70.0
Ranvir,,18.0
Ranya,43.0,
Raoul,,336.0
Raphael,,2335.0
Raquel,15926.0,32.0
Raquelin,5.0,
Raquell,5.0,
Raquelle,68.0,
Rashaad,,221.0
Rashaan,,29.0
Rashad,,2007.0
Rashada,5.0,
Rashan,,5.0
Rashanda,12.0,
Rashard,,31.0
Rashaud,,5.0
Rashaun,6.0,59.0
Rashawn,18.0,189.0
Rasheda,51.0,
Rasheed,,286.0
Rasheeda,62.0,
Rasheedah,49.0,
Rashel,120.0,
Rashell,120.0,
Rashelle,167.0,
Rashid,,138.0
Rashida,466.0,6.0
Rashon,,5.0
Rashonda,83.0,
Rashun,,5.0
Rashunda,10.0,
Ratana,,5.0
Ratha,,5.0
Rathana,5.0,
Raudel,,376.0
Raul,105.0,30335.0
Raveena,50.0,
Raven,6074.0,234.0
Ravi,,340.0
Ravin,12.0,
Ravina,7.0,
Ravinder,,10.0
Ravleen,5.0,
Ravneet,27.0,5.0
Ravyn,100.0,
Rawan,69.0,
Rawley,,5.0
Ray,90.0,30526.0
Raya,408.0,
Rayaan,,44.0
Rayah,41.0,
Rayan,16.0,649.0
Rayana,67.0,
Rayann,141.0,
Rayanna,245.0,
Rayanne,115.0,
Rayansh,,5.0
Raybon,,18.0
Rayburn,,448.0
Rayce,,26.0
Raychel,97.0,
Raychelle,14.0,
Raydel,,6.0
Rayden,,442.0
Raye,29.0,
Rayfield,,20.0
Rayford,,772.0
Raygan,5.0,
Rayhan,,89.0
Rayjon,,6.0
Raylan,,326.0
Raylee,231.0,
Rayleen,420.0,
Rayleigh,124.0,
Raylen,,34.0
Raylena,21.0,
Raylene,1526.0,
Raylin,11.0,
Raylina,5.0,
Raylon,,18.0
Raylynn,126.0,
Rayma,5.0,
Raymar,,5.0
Raymie,,10.0
Raymon,,1041.0
Raymond,219.0,113371.0
Raymondo,,10.0
Raymund,,69.0
Raymundo,,2952.0
Rayn,,11.0
Rayna,1494.0,
Raynaldo,,57.0
Raynard,,165.0
Raynav,,5.0
Rayne,427.0,9.0
Raynell,5.0,5.0
Raynelle,7.0,
Raynesha,22.0,
Raynette,6.0,
Raynisha,43.0,
Rayonna,5.0,
Rayshaun,,5.0
Rayshawn,5.0,263.0
Rayven,236.0,
Rayvon,,127.0
Rayyan,,183.0
Razan,22.0,
Razi,,5.0
Raziel,,189.0
Razmig,,5.0
Rea,10.0,
Reagan,6179.0,562.0
Reana,78.0,
Reann,23.0,
Reanna,1204.0,
Reanne,89.0,
Reannon,5.0,
Reatha,73.0,
Reather,11.0,
Reba,4876.0,
Rebbeca,21.0,
Rebbecca,145.0,
Rebeca,4078.0,
Rebecah,5.0,
Rebecca,138025.0,147.0
Rebeccah,104.0,
Rebecka,374.0,
Rebeckah,24.0,
Rebeka,366.0,
Rebekah,13854.0,
Rebekka,163.0,
Rebekkah,99.0,
Rebel,30.0,6.0
Rechelle,32.0,
Reco,,21.0
Rector,,5.0
Reda,35.0,
Redmond,,15.0
Reece,421.0,2001.0
Reed,10.0,3543.0
Reef,,165.0
Reegan,29.0,
Reem,284.0,
Reema,126.0,
Reena,309.0,
Rees,,27.0
Reese,4396.0,1758.0
Reet,41.0,
Reeva,6.0,
Reeve,,28.0
Reeya,6.0,
Refugio,150.0,1127.0
Refujio,,26.0
Reg,,5.0
Regan,1816.0,192.0
Regena,179.0,
Regenia,223.0,
Reggie,5.0,1430.0
Reghan,5.0,
Regina,31994.0,10.0
Reginae,12.0,
Reginal,,95.0
Reginald,10.0,16533.0
Reginaldo,,32.0
Regine,88.0,
Reginia,11.0,
Regino,,58.0
Regis,,36.0
Rehaan,,25.0
Rehan,,73.0
Rehanna,10.0,
Rei,5.0,19.0
Reid,,3452.0
Reign,97.0,35.0
Reiko,82.0,
Reiley,5.0,
Reilly,627.0,455.0
Reily,,52.0
Reina,3167.0,
Reinaldo,,196.0
Reis,,6.0
Reita,11.0,
Rekha,5.0,
Relda,13.0,
Relina,5.0,
Rema,10.0,
Remberto,,5.0
Remedy,22.0,
Remi,545.0,193.0
Remie,5.0,
Remigio,,33.0
Remington,274.0,1279.0
Remmel,,13.0
Remmy,,31.0
Remo,,26.0
Remona,11.0,
Remy,621.0,929.0
Ren,,149.0
Rena,5326.0,
Renada,46.0,
Renae,1622.0,
Renaldo,,139.0
Renan,,17.0
Renard,,66.0
Renarda,7.0,
Renardo,,17.0
Renata,1549.0,
Renate,38.0,
Renato,,652.0
Renatta,15.0,
Renay,89.0,
Renda,18.0,
Rene,4812.0,14905.0
Renea,308.0,
Renee,35771.0,375.0
Renell,6.0,
Renesha,5.0,
Renesmae,5.0,
Renesmee,91.0,
Renetta,29.0,
Renette,10.0,
Renie,5.0,
Renika,5.0,
Renisha,47.0,
Renita,980.0,
Renne,12.0,15.0
Renner,,11.0
Rennie,5.0,11.0
Renny,,6.0
Reno,,406.0
Renota,5.0,
Renzo,,261.0
Reola,110.0,
Reonna,7.0,
Resa,5.0,
Reshma,10.0,
Reshonda,10.0,
Ressie,152.0,
Reta,390.0,
Retha,1272.0,
Retta,21.0,
Reuben,,3784.0
Reubin,,5.0
Reuel,,5.0
Reuven,,6.0
Reva,760.0,
Revan,,5.0
Rex,,7945.0
Rexford,,18.0
Rey,,1837.0
Reya,124.0,
Reyaan,,15.0
Reyan,,11.0
Reyanna,42.0,
Reyansh,,198.0
Reyes,5.0,1468.0
Reyhan,,5.0
Reylene,41.0,
Reyli,,183.0
Reyly,,5.0
Reymond,,100.0
Reymundo,,686.0
Reyna,5692.0,
Reynalda,6.0,
Reynaldo,,3924.0
Reynold,,144.0
Reza,,140.0
Rhea,1527.0,
Rheana,10.0,
Rheanna,241.0,
Rheba,27.0,
Rhema,22.0,
Rheta,8.0,
Rhett,,1952.0
Rheya,6.0,
Rhian,29.0,
Rhiana,117.0,
Rhianna,982.0,
Rhiannon,2974.0,
Rhianon,5.0,
Rhiley,38.0,7.0
Rhina,6.0,
Rhoda,1484.0,
Rhodes,,26.0
Rhodora,5.0,
Rhona,33.0,
Rhonda,37184.0,
Rhondalyn,6.0,
Rhonna,5.0,
Rhyan,204.0,55.0
Rhyder,,51.0
Rhylee,73.0,
Rhylie,5.0,
Rhylin,5.0,
Rhys,10.0,1147.0
Rhythm,,5.0
Ria,542.0,
Riaan,,77.0
Riah,7.0,
Rian,271.0,428.0
Riana,338.0,
Riane,27.0,
Riann,18.0,
Rianna,617.0,
Riannah,6.0,
Rianne,71.0,
Ric,,141.0
Rica,38.0,
Ricahrd,,16.0
Ricard,,17.0
Ricarda,10.0,
Ricardo,163.0,49732.0
Riccardo,,11.0
Ricci,62.0,73.0
Ricco,,23.0
Rich,,659.0
Richa,47.0,
Richar,,17.0
Richard,1045.0,382479.0
Richardo,,355.0
Richele,32.0,
Richelle,1514.0,
Richie,5.0,862.0
Richmond,,195.0
Richy,,16.0
Rick,,15697.0
Rickard,,10.0
Rickey,5.0,11604.0
Ricki,449.0,97.0
Rickie,86.0,1684.0
Ricky,64.0,34546.0
Rico,,1234.0
Rida,44.0,
Riddhi,33.0,
Riddhima,5.0,
Rider,,128.0
Ridge,,231.0
Ridhaan,,5.0
Ridhi,20.0,
Ridhima,10.0,
Ridley,5.0,29.0
Rielle,5.0,
Rigdon,,11.0
Rigel,,16.0
Riggs,,11.0
Rigo,,527.0
Rigoberto,6.0,4845.0
Rihaan,,15.0
Rihana,31.0,
Rihanna,953.0,
Rika,32.0,
Riker,,25.0
Riki,75.0,41.0
Rikki,1071.0,17.0
Riku,,54.0
Rilee,209.0,
Rileigh,249.0,
Riley,15539.0,14929.0
Rilla,76.0,
Rilyn,35.0,
Rilynn,162.0,
Rima,136.0,
Rina,683.0,
Rinaldo,,6.0
Rinda,5.0,
Rinoa,5.0,
Rio,318.0,470.0
Rion,,32.0
Riona,33.0,
Riot,,30.0
Ripley,69.0,
Risa,417.0,
Rise,44.0,
Risha,64.0,
Rishaan,,96.0
Rishab,,150.0
Rishabh,,170.0
Rishan,,29.0
Rishav,,5.0
Rishi,,636.0
Rishik,,21.0
Rishika,56.0,
Rishit,,5.0
Rita,34480.0,
Ritchie,,404.0
Rithik,,23.0
Rithika,22.0,
Rithvik,,85.0
Rithy,,10.0
Ritika,59.0,
Rito,,265.0
Ritvik,,64.0
Riva,29.0,
Rivaan,,5.0
Rivaldo,,49.0
Rivan,,6.0
River,791.0,2540.0
Rivers,7.0,27.0
Rivka,105.0,
Rivkah,5.0,
Riya,821.0,
Riyan,6.0,26.0
Riyana,12.0,
Riyansh,,11.0
Rj,,10.0
Rjay,,5.0
Roan,,182.0
Roanne,5.0,
Roark,,13.0
Rob,,1284.0
Robb,,301.0
Robbert,,5.0
Robbi,84.0,
Robbie,4313.0,2657.0
Robbin,1317.0,108.0
Robby,,1302.0
Robbyn,34.0,
Robel,,26.0
Roben,5.0,
Robert,2469.0,674934.0
Roberta,27696.0,
Robertanthony,,5.0
Roberto,122.0,34777.0
Robet,,5.0
Robie,,7.0
Robin,56280.0,7691.0
Robinson,,147.0
Robt,,5.0
Roby,,5.0
Robyn,12628.0,18.0
Robyne,5.0,
Robynn,62.0,
Robynne,11.0,
Roc,,19.0
Rocco,,2931.0
Rochel,24.0,
Rochele,5.0,
Rochell,108.0,
Rochelle,9588.0,5.0
Rochester,,5.0
Rocio,6254.0,190.0
Rock,,159.0
Rocket,,15.0
Rockey,,16.0
Rocko,,5.0
Rockwell,,62.0
Rocky,,4480.0
Rocquel,5.0,
Roczen,,5.0
Rod,,1663.0
Rodd,,19.0
Roddy,,83.0
Rodel,,10.0
Rodell,,5.0
Roderic,,105.0
Roderick,,8408.0
Rodger,,2779.0
Rodman,,10.0
Rodneshia,5.0,
Rodney,22.0,35383.0
Rodolfo,8.0,10608.0
Rodregus,,5.0
Rodrick,,1085.0
Rodricus,,5.0
Rodrigo,,8600.0
Rodriguez,,12.0
Rodriquez,,146.0
Roel,,223.0
Roemello,,7.0
Roen,,49.0
Rogan,,74.0
Rogelio,,7664.0
Roger,15.0,53455.0
Rogerio,,5.0
Rogers,,420.0
Rogue,21.0,
Rohan,,1904.0
Rohin,,29.0
Rohini,5.0,
Rohit,,328.0
Rohith,,11.0
Rohn,,5.0
Roisin,42.0,
Rojelio,,628.0
Rolan,,27.0
Roland,,11591.0
Rolanda,247.0,
Rolando,,4521.0
Roldan,,11.0
Rolf,,226.0
Rolinda,10.0,
Rolland,,438.0
Rollie,,33.0
Rollin,,217.0
Rollins,,5.0
Roma,221.0,
Romaine,16.0,
Romaldo,,5.0
Roman,5.0,14264.0
Romana,51.0,
Romar,,5.0
Romario,,212.0
Rome,,185.0
Romel,,313.0
Romelia,131.0,
Romello,,97.0
Romelo,,19.0
Romen,,20.0
Romeo,,3427.0
Romero,,88.0
Romi,63.0,
Romina,877.0,
Rommel,,399.0
Romney,,6.0
Romona,246.0,
Romulo,,45.0
Romy,312.0,
Ron,,8257.0
Rona,342.0,
Ronak,,78.0
Ronal,,29.0
Ronald,226.0,150138.0
Ronaldo,,1305.0
Ronan,,1638.0
Ronav,,45.0
Ronda,5850.0,
Rondal,,10.0
Rondale,,5.0
Rondarius,,13.0
Rondell,,54.0
Rondi,20.0,
Rondy,,5.0
Ronee,6.0,
Roneisha,27.0,
Ronell,,75.0
Ronelle,10.0,
Ronen,,76.0
Ronesha,40.0,
Roneshia,6.0,
Ronette,65.0,
Roni,564.0,53.0
Ronica,91.0,
Ronika,19.0,
Ronin,,898.0
Ronique,5.0,
Ronisha,235.0,
Ronit,21.0,109.0
Ronita,5.0,
Ronn,,35.0
Ronna,459.0,
Ronnah,5.0,
Ronnald,,18.0
Ronnel,,10.0
Ronnell,5.0,160.0
Ronnesha,10.0,
Ronnette,52.0,
Ronney,,17.0
Ronni,263.0,
Ronnie,654.0,28762.0
Ronniesha,5.0,
Ronnisha,40.0,
Ronny,,2185.0
Rony,,316.0
Rook,,11.0
Rooney,18.0,45.0
Roosevelt,,6013.0
Roque,,538.0
Rori,131.0,
Rory,731.0,4154.0
Rosa,36230.0,115.0
Rosabella,58.0,
Rosaelena,15.0,
Rosaicela,5.0,
Rosaisela,131.0,
Rosalba,1086.0,
Rosalee,692.0,
Rosalia,1427.0,
Rosalie,10070.0,
Rosalin,6.0,
Rosalina,843.0,
Rosalind,3677.0,
Rosalinda,3771.0,
Rosaline,137.0,
Rosalio,,462.0
Rosalva,910.0,
Rosaly,16.0,
Rosalyn,2593.0,
Rosalynn,229.0,
Rosamaria,623.0,
Rosamond,41.0,
Rosana,683.0,
Rosangela,42.0,
Rosangelica,40.0,
Rosann,104.0,
Rosanna,2271.0,
Rosanne,1579.0,
Rosario,3526.0,556.0
Rosaura,701.0,
Rosaysela,5.0,
Rosco,,27.0
Roscoe,,1387.0
Rose,55849.0,5.0
Roseana,10.0,
Roseann,1301.0,
Roseanna,660.0,
Roseanne,704.0,
Rosebud,25.0,
Roselani,5.0,
Roselee,5.0,
Roselia,145.0,
Roselie,5.0,
Roselin,73.0,
Roselinda,5.0,
Roseline,29.0,
Rosella,411.0,
Roselle,21.0,
Rosely,6.0,
Roselyn,1687.0,
Roselynn,150.0,
Rosemarie,6131.0,
Rosemary,21112.0,
Rosenda,61.0,
Rosendo,,1256.0
Rosetta,3880.0,
Rosette,5.0,
Rosevelt,,397.0
Rosha,6.0,
Roshan,,216.0
Roshanda,65.0,
Roshawn,38.0,11.0
Roshell,5.0,
Roshelle,28.0,
Roshni,102.0,
Roshon,5.0,
Roshonda,39.0,
Roshunda,11.0,
Rosi,31.0,
Rosia,511.0,
Rosibel,21.0,
Rosicela,6.0,
Rosie,19019.0,
Rosina,233.0,
Rosio,1237.0,10.0
Rosisela,6.0,
Rosita,1117.0,
Roslyn,1280.0,
Roslynn,20.0,
Ross,6.0,10744.0
Rossana,189.0,
Rosselyn,44.0,
Rossie,92.0,
Rosslyn,33.0,
Rossy,91.0,
Rosy,292.0,
Rothana,,5.0
Roverto,,18.0
Rowan,1422.0,2531.0
Rowdy,,110.0
Rowen,63.0,290.0
Rowena,850.0,
Rowland,,121.0
Rowyn,34.0,5.0
Roxan,18.0,
Roxana,4192.0,
Roxane,644.0,
Roxann,1031.0,
Roxanna,3220.0,
Roxanne,12136.0,
Roxas,,5.0
Roxi,5.0,
Roxie,1542.0,
Roxsana,11.0,
Roxy,372.0,
Roy,48.0,53918.0
Roya,260.0,
Royal,98.0,1050.0
Royale,11.0,5.0
Royalty,38.0,6.0
Royce,57.0,3866.0
Royer,,17.0
Royzell,,10.0
Rozalyn,7.0,
Rozanna,19.0,
Rozanne,79.0,
Rozell,,21.0
Rozlyn,46.0,
Rozlynn,52.0,
Rubani,5.0,
Rubbie,25.0,
Rubee,5.0,
Ruben,135.0,41573.0
Rubi,2781.0,
Rubicela,17.0,
Rubie,648.0,
Rubin,,483.0
Rubina,15.0,
Rubit,5.0,
Ruby,60901.0,161.0
Rubye,972.0,
Ruchi,10.0,
Ruddy,,6.0
Rudi,41.0,23.0
Rudolf,,147.0
Rudolfo,,500.0
Rudolph,5.0,6998.0
Rudolpho,,44.0
Rudra,,47.0
Rudy,94.0,16772.0
Rueben,,585.0
Ruel,,27.0
Ruffus,,12.0
Rufina,53.0,
Rufino,,215.0
Rufus,,3961.0
Ruger,,32.0
Ruhaan,,32.0
Ruhani,7.0,
Ruhi,66.0,
Rui,,23.0
Rumaldo,,5.0
Rumi,23.0,12.0
Rune,,5.0
Rupa,5.0,
Rupert,,177.0
Ruperto,,22.0
Rupinder,5.0,
Rury,,5.0
Rush,,24.0
Rushil,,69.0
Ruslan,,18.0
Russ,,790.0
Russel,,981.0
Russell,,45671.0
Rustin,,120.0
Rusty,21.0,2278.0
Rut,67.0,
Rutger,,5.0
Ruth,82312.0,16.0
Rutha,526.0,
Ruthann,161.0,
Ruthanne,15.0,
Ruthe,37.0,
Ruthel,7.0,
Ruther,33.0,
Ruthey,5.0,
Ruthie,4401.0,
Ruthy,5.0,
Ruvi,5.0,
Ruvim,,69.0
Rya,71.0,
Ryaan,,5.0
Ryah,50.0,
Ryan,4311.0,174726.0
Ryananthony,,5.0
Ryanchristopher,,17.0
Ryane,42.0,
Ryanjames,,10.0
Ryanjoseph,,6.0
Ryann,1390.0,29.0
Ryanna,86.0,
Ryanne,300.0,
Ryatt,,32.0
Rydan,,5.0
Ryden,,213.0
Ryder,118.0,7835.0
Rye,,13.0
Ryen,43.0,88.0
Ryenn,5.0,
Ryhanna,5.0,
Ryken,,11.0
Ryker,,2258.0
Ryla,5.0,
Rylan,490.0,3921.0
Ryland,22.0,1303.0
Ryle,,5.0
Rylee,6916.0,442.0
Ryleeann,5.0,
Rylei,23.0,
Ryleigh,2294.0,
Rylen,,162.0
Ryler,,6.0
Ryley,298.0,361.0
Ryli,5.0,
Rylie,2496.0,57.0
Rylin,106.0,14.0
Rylinn,19.0,
Rylyn,16.0,
Rylynn,124.0,
Ryne,,329.0
Ryo,,144.0
Ryon,,202.0
Ryu,,218.0
Saachi,55.0,
Saad,,129.0
Saadia,5.0,
Saahil,,37.0
Saam,,6.0
Saanvi,532.0,
Saathvik,,5.0
Saatvik,,6.0
Saba,217.0,
Sabah,32.0,
Sabas,,38.0
Sabastian,,347.0
Sabella,87.0,
Sabian,,39.0
Sabin,,10.0
Sabina,1011.0,
Sabine,391.0,
Sabino,,262.0
Sable,129.0,
Sabra,301.0,
Sabree,5.0,
Sabreen,18.0,
Sabreena,89.0,
Sabrena,213.0,
Sabrian,5.0,
Sabrina,36428.0,17.0
Sabrinna,12.0,
Sabryna,78.0,
Saburo,,60.0
Sacha,262.0,47.0
Sacheen,14.0,
Sachi,159.0,
Sachiko,172.0,
Sachin,,142.0
Sacoria,7.0,
Sada,32.0,
Sadaf,98.0,
Sadako,61.0,
Sadao,,17.0
Saddam,,6.0
Saddie,9.0,
Sade,1444.0,10.0
Sadee,26.0,
Sadey,10.0,
Sadhana,7.0,
Sadia,29.0,
Sadie,15219.0,
Sadiee,5.0,
Sadiq,,10.0
Sadira,5.0,
Sadrac,,5.0
Sady,5.0,
Sadye,5.0,
Saeed,,166.0
Safa,184.0,
Saffron,35.0,
Safia,71.0,
Safiya,83.0,
Safiyah,16.0,
Safwan,,5.0
Sagan,5.0,12.0
Sagar,,113.0
Sage,3326.0,1865.0
Sagrario,7.0,
Sahaj,,5.0
Sahana,395.0,
Sahar,511.0,
Sahara,565.0,
Saharsh,,34.0
Sahas,,5.0
Sahasra,155.0,
Sahian,11.0,
Sahib,,175.0
Sahibjot,,5.0
Sahid,,33.0
Sahil,,596.0
Sahily,5.0,
Sahir,,35.0
Sahira,37.0,
Sahith,,5.0
Sahiti,6.0,
Sahori,5.0,
Sahra,39.0,
Sai,,196.0
Said,,496.0
Saida,164.0,
Saidee,17.0,
Saidy,13.0,
Saif,,130.0
Saige,842.0,17.0
Sailor,181.0,5.0
Saima,5.0,
Saina,30.0,
Saint,,11.0
Saira,824.0,
Saisha,42.0,
Saiya,39.0,
Saja,25.0,
Sajan,,6.0
Sakari,5.0,
Sakaye,15.0,
Saket,,22.0
Saketh,,41.0
Saki,16.0,
Sakina,48.0,
Sakinah,7.0,
Sakshi,7.0,
Sakura,220.0,
Sal,,682.0
Salah,,10.0
Salam,,5.0
Salbador,,64.0
Saleem,,43.0
Saleen,150.0,
Saleena,45.0,
Saleh,,91.0
Salem,157.0,138.0
Salena,707.0,
Salesi,,11.0
Saliha,6.0,
Salim,,111.0
Salina,2106.0,
Salli,23.0,
Sallie,5033.0,
Sally,31401.0,5.0
Salma,1790.0,
Salman,,157.0
Salome,178.0,26.0
Salomon,,661.0
Saloni,37.0,
Salote,5.0,
Salvador,86.0,23368.0
Salvadore,,82.0
Salvatore,,4671.0
Sam,43.0,16825.0
Sama,73.0,
Samah,14.0,
Samai,7.0,
Samaira,92.0,
Samaiya,14.0,
Saman,,34.0
Samanatha,11.0,
Samanta,424.0,
Samanth,15.0,
Samantha,125728.0,178.0
Samanthamarie,5.0,
Samanthia,12.0,
Samanvi,6.0,
Samanyu,,5.0
Samar,75.0,61.0
Samara,2305.0,
Samarah,174.0,
Samari,52.0,6.0
Samaria,332.0,
Samarra,10.0,
Samarth,,125.0
Samatha,505.0,
Samay,,22.0
Samaya,247.0,
Samayah,18.0,
Sameer,,434.0
Sameera,15.0,
Samehesha,5.0,
Samella,33.0,
Samer,,148.0
Samera,10.0,
Samhita,39.0,
Samhitha,5.0,
Sami,43.0,526.0
Samia,242.0,
Samiah,106.0,
Samik,,10.0
Samika,13.0,
Samina,16.0,
Samir,,849.0
Samira,940.0,
Samirah,88.0,
Samiya,243.0,
Samiyah,294.0,
Sammantha,334.0,
Sammi,74.0,
Sammie,802.0,2558.0
Sammuel,,179.0
Sammy,32.0,7302.0
Sammye,17.0,
Samnang,,8.0
Samone,170.0,
Sampson,,139.0
Samra,6.0,
Samreen,12.0,
Samson,,1241.0
Samual,,247.0
Samuel,167.0,120758.0
Samvel,,52.0
Samy,,24.0
Samya,200.0,
Samyah,6.0,
Samyak,,5.0
Samyra,27.0,
Samyuktha,6.0,
San,11.0,77.0
Sana,567.0,
Sanaa,410.0,
Sanae,10.0,
Sanah,21.0,
Sanai,352.0,
Sanaia,5.0,
Sanaii,5.0,
Sanaiya,19.0,
Sanam,112.0,
Sanaya,123.0,
Sanaz,8.0,
Sandee,210.0,
Sandeep,43.0,152.0
Sander,,41.0
Sanders,,25.0
Sandhya,42.0,
Sandi,1995.0,
Sandie,359.0,
Sandor,,28.0
Sandra,160841.0,366.0
Sandro,,340.0
Sandy,16024.0,1129.0
Sanford,,1058.0
Sang,11.0,103.0
Sania,151.0,
Saniah,117.0,
Sanika,46.0,
Saniya,635.0,
Saniyah,529.0,
Sanjana,388.0,
Sanjay,,301.0
Sanjuana,70.0,
Sanjuanita,46.0,
Sankalp,,5.0
Sanna,15.0,
Sansa,5.0,
Santa,161.0,
Santana,604.0,707.0
Santanna,24.0,
Santhiago,,20.0
Santiago,5.0,15936.0
Santiel,,5.0
Santina,102.0,
Santino,,1792.0
Santo,,101.0
Santonio,,6.0
Santos,77.0,3568.0
Sanvi,157.0,
Sanvitha,5.0,
Sanya,128.0,
Sanyah,13.0,
Saoirse,103.0,
Saori,63.0,
Saory,10.0,
Saphira,98.0,
Saphire,34.0,
Sapna,27.0,
Sapphira,19.0,
Sapphire,313.0,
Saprina,6.0,
Saquan,,5.0
Sara,78353.0,107.0
Sarabeth,26.0,
Sarafina,24.0,
Sarah,194021.0,339.0
Sarahann,21.0,
Sarahgrace,5.0,
Sarahi,2339.0,
Sarahjane,13.0,
Sarahy,303.0,
Sarai,5077.0,
Saraiah,5.0,
Saraih,11.0,
Saralee,10.0,
Saralyn,11.0,
Saran,18.0,
Saranya,14.0,
Sarath,,10.0
Saratha,5.0,
Saray,720.0,
Saraya,94.0,
Sarayah,14.0,
Sarayu,35.0,
Sareen,52.0,
Sareena,41.0,
Sarena,362.0,
Sarenity,5.0,
Sargon,,5.0
Sarha,12.0,
Sari,171.0,
Saria,26.0,
Sariah,1340.0,
Sarika,5.0,
Sarin,23.0,
Sarina,2029.0,
Sarine,5.0,
Sarita,582.0,
Sarith,,5.0
Sariya,95.0,
Sariyah,316.0,
Sarkis,,481.0
Saro,,10.0
Saron,33.0,
Sarra,39.0,
Sarrah,107.0,
Sartaj,,27.0
Sarthak,,6.0
Saryah,24.0,
Sasan,,5.0
Sascha,147.0,22.0
Sasha,8137.0,287.0
Sasheen,6.0,
Saskia,69.0,
Satchel,,29.0
Sathvik,,51.0
Sativa,55.0,
Satoru,,23.0
Satoshi,,26.0
Satsuki,5.0,
Saturnino,,15.0
Satvik,,50.0
Satya,49.0,
Saud,,7.0
Saudia,5.0,
Saul,11.0,12628.0
Saulo,,118.0
Saumya,5.0,
Saundra,2645.0,
